model,model_label,accession,gene_name,organism,namespace,prompt_id,primary_error,sub_errors,hallucination_rate,n_predicted,n_ground_truth,n_correct,precision,recall,response_text,ground_truth,hallucinated_ids,missed_ids
mixtral:8x7b,Mixtral 8x7B,Q0VD86,INCA1,human,biological_process,P2_constrained,complete_miss,high_hallucination,0.833,12,1,0,0.0,0.0,"GO:0000074 | cell cycle process
GO:0007049 | cell growth
GO:0009060 | regulation of S-phase entry into mitotic cell cycle
GO:0010941 | negative regulation of cell cycle
GO:0010942 | negative regulation of mitotic cell cycle
GO:0012501 | apoptosis
GO:0016351 | proteolysis
GO:0019216 | regulation of p",GO:0045736|negative regulation of cyclin-dependent protein serine/threonine kinase activity,"['GO:0019216', 'GO:0010941', 'GO:0012501', 'GO:0007049', 'GO:0031323']",['GO:0045736']
mixtral:8x7b,Mixtral 8x7B,P11412,G6PD,yeast,biological_process,P3_fewshot,complete_miss,high_hallucination,0.667,6,3,0,0.0,0.0,"1. GO:0006091 | gluconeogenesis
2. GO:0006096 | pentose-phosphate shunt
3. GO:0019252 | NADPH regeneration
4. GO:0051182 | oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
5. GO:0055114 | monosaccharide metabolic process
6. GO:0005975 | carbohydrate metabolic pro","GO:0006740|NADPH regeneration; GO:0009051|pentose-phosphate shunt, oxidative branch; GO:0042542|response to hydrogen peroxide","['GO:0006091', 'GO:0019252', 'GO:0055114', 'GO:0051182']","['GO:0042542', 'GO:0009051', 'GO:0006740']"
mixtral:8x7b,Mixtral 8x7B,Q9BSQ5,CCM2,human,cellular_component,P5_selection,partial_match_high_recall,low_precision,0.0,5,2,1,0.2,0.5,"1. GO:0005829 | cytosol
2. GO:0005737 | cytoplasm
3. GO:0005886 | plasma membrane
4. GO:0016020 | membrane
5. GO:0005925 | focal adhesion

The protein CCM2 is known to be a component of the CCM signaling pathway, which is crucial for heart and vessel formation and integrity. It may act through the s",GO:0005737|cytoplasm; GO:0005739|mitochondrion,[],['GO:0005739']
llama3.3:70b,Llama 3.3 70B,A2A8U2,TM201,mouse,biological_process,P1_zeroshot,partial_match_poor,partial_hallucination|low_recall|low_precision,0.375,8,3,1,0.125,0.333,"Based on the provided information, the following Gene Ontology (GO) Biological Process terms best describe the protein TM201:

* GO:0001525 | angiogenesis
* GO:0016477 | cell migration
* GO:0034330 | fibroblast migration
* GO:0040011 | locomotion
* GO:0042995 | cell projection organization
* GO:0051",GO:0001525|angiogenesis; GO:0010761|fibroblast migration; GO:0007097|nuclear migration,"['GO:0034330', 'GO:0090131', 'GO:0051674']","['GO:0007097', 'GO:0010761']"
llama3.3:70b,Llama 3.3 70B,F1QF89,POMT1,zebrafish,molecular_function,P1_zeroshot,complete_miss,high_hallucination,0.667,3,1,0,0.0,0.0,"Based on the known function of POMT1, the following Gene Ontology (GO) Molecular Function terms are applicable:

* GO:0004659 | mannosyltransferase activity
* GO:0016757 | transferase activity, transferring glycosyl groups
* GO:0046856 | mannose transfer to serine or threonine residue 

These terms ",GO:0004169|dolichyl-phosphate-mannose-protein mannosyltransferase activity,"['GO:0046856', 'GO:0004659']",['GO:0004169']
llama3.3:70b,Llama 3.3 70B,P28778,RT06,yeast,cellular_component,P2_constrained,complete_miss,,0.0,3,2,0,0.0,0.0,"GO:0005759 | mitochondrial ribosome
GO:0005741 | mitochondrial outer membrane
GO:0005743 | mitochondrial inner membrane",GO:0005763|mitochondrial small ribosomal subunit; GO:0005739|mitochondrion,[],"['GO:0005739', 'GO:0005763']"
llama3.3:70b,Llama 3.3 70B,P05706,PTHA,ecoli,molecular_function,P1_zeroshot,complete_miss,high_hallucination,0.833,6,2,0,0.0,0.0,"Based on the known function of the PTHA protein, the following Gene Ontology (GO) Molecular Function terms are the most relevant:

* GO:0005319 | carbohydrate transmembrane transporter activity
* GO:0015767 | glucitol transporter activity
* GO:0015768 | sorbitol transporter activity
* GO:0017058 | p","GO:0016301|kinase activity; GO:0016773|phosphotransferase activity, alcohol group as acceptor","['GO:0042626', 'GO:0015767', 'GO:0016838', 'GO:0015768', 'GO:0017058']","['GO:0016773', 'GO:0016301']"
llama3.3:70b,Llama 3.3 70B,Q4V9F0,DGAT2,zebrafish,cellular_component,P3_fewshot,complete_miss,partial_hallucination,0.25,4,0,0,0.0,0.0,"Based on the known function of DGAT2, I predict the following Gene Ontology Cellular Component terms:

GO:0005737 | cytoplasm
GO:0005783 | endoplasmic reticulum
GO:0016020 | membrane
GO:0042565 | lipid droplet

Rationale:
- DGAT2 is involved in triacylglycerol synthesis, which takes place in the cyt",,['GO:0042565'],[]
llama3.3:70b,Llama 3.3 70B,P0A7S9,RS13,ecoli,biological_process,P5_selection,complete_hallucination,high_hallucination,1.0,1,0,0,0.0,0.0,"GO:0006412 | translation 

This is because the protein RS13 is a component of the small ribosomal subunit (30S subunit) in Escherichia coli, which plays a crucial role in the process of translation, where messenger RNA is translated into a specific sequence of amino acids to form a protein.",,['GO:0006412'],[]
llama3.3:70b,Llama 3.3 70B,Q99592,ZBT18,human,molecular_function,P4_cot,partial_match_poor,partial_hallucination|low_recall|low_precision,0.167,6,3,1,0.167,0.333,"To determine the Molecular Function GO terms that apply to the ZBT18 protein, let's break down the information provided step by step:

### Step 1: Primary Biochemical Activity
The primary biochemical activity of ZBT18 is its ability to act as a transcriptional repressor. This means it binds to speci","GO:0001227|DNA-binding transcription repressor activity, RNA polymerase II-specific; GO:0043565|sequence-specific DNA binding; GO:1990837|sequence-specific double-stranded DNA binding",['GO:0031063'],"['GO:0043565', 'GO:1990837']"
llama3.3:70b,Llama 3.3 70B,P0ACH5,MARA,ecoli,cellular_component,P3_fewshot,complete_miss,partial_hallucination,0.333,3,0,0,0.0,0.0,"Based on the known function of the MARA protein as a transcriptional activator, I predict the following Gene Ontology Cellular Component terms:

GO:0005634 | nucleus
GO:0005829 | cytosol

The prediction is based on the fact that MARA is a transcriptional activator, which typically functions in the n",,['GO:0009295'],[]
llama3.3:70b,Llama 3.3 70B,P53076,VID30,yeast,molecular_function,P4_cot,complete_miss,,0.0,4,0,0,0.0,0.0,"To determine the Molecular Function GO terms that apply to the protein VID30, let's break down the information provided step by step.

### Step 1: Primary Biochemical Activity
The primary biochemical activity of VID30, as part of the GID E3 ligase complex, is the recruitment of N termini and catalys",,[],[]
llama3.3:70b,Llama 3.3 70B,Q9EQR6,FANCG,mouse,biological_process,P3_fewshot,complete_miss,partial_hallucination,0.4,5,4,0,0.0,0.0,"Based on the known function of FANCG, I predict the following Gene Ontology Biological Process terms:

GO:0006281 | DNA repair
GO:0000724 | double-strand break repair via homologous recombination
GO:0045776 | negative regulation of cell cycle
GO:0007050 | cell cycle arrest
GO:0070192 | interstrand c",GO:0006974|DNA damage response; GO:0001541|ovarian follicle development; GO:0009314|response to radiation; GO:0007286|spermatid development,"['GO:0070192', 'GO:0007050']","['GO:0006974', 'GO:0001541', 'GO:0009314', 'GO:0007286']"
llama3.3:70b,Llama 3.3 70B,Q13557,KCC2D,human,biological_process,P1_zeroshot,complete_miss,high_hallucination,0.667,30,6,0,0.0,0.0,"Based on the provided information, the following Gene Ontology (GO) Biological Process terms best describe the protein KCC2D (Calcium/calmodulin-dependent protein kinase type II subunit delta):

* GO:0002028 | regulation of sodium ion transport
* GO:0006338 | chromatin remodeling
* GO:001481 | regul",GO:1902306|negative regulation of sodium ion transmembrane transport; GO:0010613|positive regulation of cardiac muscle hypertrophy; GO:0006468|protein phosphorylation; GO:0060341|regulation of cellula,"['GO:0051279', 'GO:2000645', 'GO:2000641', 'GO:0042493', 'GO:2000647']","['GO:0010613', 'GO:1901897', 'GO:0006468', 'GO:1902306', 'GO:0003254']"
llama3.3:70b,Llama 3.3 70B,Q9H0R5,GBP3,human,cellular_component,P3_fewshot,partial_match_high_recall,partial_hallucination|low_precision,0.4,5,2,2,0.4,1.0,"Based on the known function of GBP3, I predict the following GO Cellular Component terms:

GO:0005737 | cytoplasm
GO:0000323 | lytic vacuole
GO:0043202 | pathogen-containing vacuole
GO:0012505 | endomembrane system
GO:0005829 | cytosol

The reasoning behind these predictions is as follows:

* GBP3 i",GO:0005737|cytoplasm; GO:0005829|cytosol,"['GO:0012505', 'GO:0000323']",[]
llama3.3:70b,Llama 3.3 70B,P77218,EUTD,ecoli,cellular_component,P2_constrained,complete_miss,,0.0,2,0,0,0.0,0.0,"GO:0005737 | Cytoplasm 
GO:0016020 | Membrane",,[],[]
llama3.3:70b,Llama 3.3 70B,P0A8S1,ARGP,ecoli,cellular_component,P2_constrained,complete_miss,partial_hallucination,0.222,18,0,0,0.0,0.0,"GO:0005634 | nucleus
GO:0009295 | helicase-primase complex
GO:0042575 | DNA binding
GO:0090525 | regulation of transcription, DNA-templated 
GO:0046983 | protein dimerization 
GO:0003682 | chromatin binding 
GO:0043565 | sequence-specific DNA binding 
GO:0003700 | transcription factor activity 
GO:0",,"['GO:0009295', 'GO:0090525', 'GO:0043564', 'GO:0042575']",[]
llama3.3:70b,Llama 3.3 70B,Q9BSQ5,CCM2,human,cellular_component,P5_selection,partial_match_high_recall,low_precision,0.0,6,2,1,0.167,0.5,"Based on the provided information, the CCM2 protein is involved in the stabilization of endothelial cell junctions and may function as a scaffold protein for MAP2K3-MAP3K3 signaling, which suggests a role in the cytoplasm and potentially at the plasma membrane. 

The matching terms are:
GO:0005737 |",GO:0005737|cytoplasm; GO:0005739|mitochondrion,[],['GO:0005739']
llama3.3:70b,Llama 3.3 70B,P53604,MSO1,yeast,molecular_function,P3_fewshot,complete_miss,partial_hallucination,0.333,3,0,0,0.0,0.0,"Based on the known function of MSO1 as a component of the secretory vesicle docking complex involved in secretion, I predict the following Gene Ontology Molecular Function terms:

GO:0005515 | protein binding
GO:0016887 | ATPase activity
GO:0044877 | protein-containing complex binding

These terms a",,['GO:0005515'],[]
llama3.3:70b,Llama 3.3 70B,Q9UMX5,NENF,human,molecular_function,P2_constrained,complete_miss,high_hallucination,0.6,5,0,0,0.0,0.0,"GO:0005184 | neuropeptide hormone activity
GO:0005515 | protein binding
GO:0046982 | protein heterodimerization activity
GO:1905278 | heme binding 
GO:0038023 | signaling receptor binding",,"['GO:0005184', 'GO:1905278', 'GO:0005515']",[]
llama3.3:70b,Llama 3.3 70B,Q00764,TPS1,yeast,cellular_component,P1_zeroshot,partial_match_good,,0.0,2,2,1,0.5,0.5,"Based on the provided information, the Gene Ontology (GO) Cellular Component terms that best describe the TPS1 protein are:

GO:0005737 | Cytoplasm
GO:0005829 | Cytosol 

These terms are chosen because the trehalose synthase complex, of which TPS1 is a part, is typically found in the cytoplasm of th","GO:0005946|alpha,alpha-trehalose-phosphate synthase complex (UDP-forming); GO:0005737|cytoplasm",[],['GO:0005946']
llama3.3:70b,Llama 3.3 70B,P47057,SNX4,yeast,molecular_function,P4_cot,complete_miss,high_hallucination,0.8,5,1,0,0.0,0.0,"To determine the Molecular Function GO terms that apply to the SNX4 protein, let's break down the information provided step by step:

### Step 1: Primary Biochemical Activity
The primary biochemical activity of SNX4, based on its description as a sorting nexin, involves binding to membranes and part",GO:0032266|phosphatidylinositol-3-phosphate binding,"['GO:0042625', 'GO:0017124', 'GO:0035091', 'GO:0005515']",['GO:0032266']
llama3.3:70b,Llama 3.3 70B,P02943,LAMB,ecoli,biological_process,P3_fewshot,complete_miss,high_hallucination,0.727,11,3,0,0.0,0.0,"Based on the known function of the LAMB protein (Maltoporin) in Escherichia coli, I predict the following Gene Ontology Biological Process terms:

GO:0006810 | transport
GO:0015749 | monosaccharide transport
GO:0015751 | oligosaccharide transport
GO:0044710 | single-organism transport
GO:0051649 | e",GO:0006974|DNA damage response; GO:0042956|maltodextrin transmembrane transport; GO:1904981|maltose transmembrane transport,"['GO:0051649', 'GO:0046755', 'GO:0006810', 'GO:0044710', 'GO:0015751']","['GO:1904981', 'GO:0006974', 'GO:0042956']"
llama3.3:70b,Llama 3.3 70B,Q3UDW8,HGNAT,mouse,molecular_function,P2_constrained,complete_miss,high_hallucination,0.667,6,1,0,0.0,0.0,"GO:0008080 | acetyltransferase activity
GO:0016407 | acyltransferase activity
GO:0050331 | heparan sulfate binding
GO:0035256 | heparin binding 
GO:0016746 | transferase activity, transferring acyl groups 
GO:0016740 | transferase activity",GO:0015019|heparan-alpha-glucosaminide N-acetyltransferase activity,"['GO:0016746', 'GO:0008080', 'GO:0035256', 'GO:0050331']",['GO:0015019']
llama3.3:70b,Llama 3.3 70B,P40314,NACB2,yeast,biological_process,P1_zeroshot,partial_match_high_recall,partial_hallucination|low_precision,0.429,7,1,1,0.143,1.0,"Based on the known function of the NACB2 protein, the following Gene Ontology (GO) Biological Process terms are the most relevant:

* GO:0006626 | protein targeting to mitochondrion
* GO:0006613 | cotranslational protein targeting to membrane
* GO:0006457 | protein folding
* GO:0045047 | protein tar",GO:0006613|cotranslational protein targeting to membrane,"['GO:0045047', 'GO:0006451', 'GO:0031072']",[]
llama3.3:70b,Llama 3.3 70B,P0A8S1,ARGP,ecoli,cellular_component,P5_selection,complete_miss,,0.0,6,0,0,0.0,0.0,"GO:0005829 | cytosol 
GO:0005737 | cytoplasm 
GO:0005654 | nucleoplasm 
GO:0005634 | nucleus 
GO:0000785 | chromatin 
GO:0005694 | chromosome",,[],[]
llama3.3:70b,Llama 3.3 70B,O35153,BET1L,mouse,biological_process,P3_fewshot,complete_miss,partial_hallucination,0.4,5,0,0,0.0,0.0,"Based on the known function of BET1L, I predict the following Gene Ontology Biological Process terms:

GO:0006890 | vesicle transport
GO:0031201 | vesicle targeting
GO:0031202 | vesicle fusion
GO:0048281 | Golgi organization
GO:0015031 | protein transport

These terms are related to the protein's fu",,"['GO:0048281', 'GO:0031202']",[]
llama3.3:70b,Llama 3.3 70B,P05201,AATC,mouse,molecular_function,P3_fewshot,complete_miss,partial_hallucination,0.5,10,2,0,0.0,0.0,"Based on the known function of the AATC protein, I predict the following GO Molecular Function terms:

GO:0004049 | amino acid transmembrane transporter activity is not correct, instead 
GO:0016740 | transferase activity
GO:0004551 | aspartate transaminase activity is not in GO, instead 
GO:0016740 ",GO:0004069|L-aspartate:2-oxoglutarate aminotransferase activity; GO:0004609|phosphatidylserine decarboxylase activity,"['GO:0048037', 'GO:0004551', 'GO:0016614', 'GO:0016627', 'GO:0004049']","['GO:0004069', 'GO:0004609']"
llama3.3:70b,Llama 3.3 70B,P53549,PRS10,yeast,biological_process,P4_cot,partial_match_poor,partial_hallucination|low_recall|low_precision,0.333,9,6,1,0.111,0.167,"To determine the applicable Biological Process GO terms for the protein PRS10 (26S proteasome subunit RPT4), let's break down the analysis into the steps outlined:

### Step 1: Primary Biochemical Activity
The primary biochemical activity of PRS10, as part of the 26S proteasome, is ATP-dependent pro",GO:0036503|ERAD pathway; GO:0006289|nucleotide-excision repair; GO:0045899|positive regulation of RNA polymerase II transcription preinitiation complex assembly; GO:0032968|positive regulation of tran,"['GO:0051247', 'GO:0006977', 'GO:0007049']","['GO:0036503', 'GO:0006289', 'GO:0032968', 'GO:0045899', 'GO:0070682']"
llama3.3:70b,Llama 3.3 70B,Q07802,COE1,mouse,cellular_component,P5_selection,partial_match_high_recall,low_precision,0.0,4,1,1,0.25,1.0,"GO:0005634 | nucleus
GO:0005654 | nucleoplasm
GO:0000785 | chromatin 
GO:0005694 | chromosome",GO:0005634|nucleus,[],[]
llama3.3:70b,Llama 3.3 70B,P76037,PUUP,ecoli,biological_process,P1_zeroshot,complete_miss,high_hallucination,0.7,10,3,0,0.0,0.0,"Based on the known function of the protein PuuP, the following Gene Ontology (GO) Biological Process terms are the most relevant:

* GO:0015813 | amino acid transport
* GO:0015849 | organic acid transport
* GO:0055085 | transmembrane transport
* GO:0006865 | amino acid transport across plasma membra",GO:0006974|DNA damage response; GO:0009447|putrescine catabolic process; GO:0015847|putrescine transport,"['GO:0046942', 'GO:1901572', 'GO:0044710', 'GO:0015849', 'GO:0043277']","['GO:0009447', 'GO:0006974', 'GO:0015847']"
llama3.3:70b,Llama 3.3 70B,P0AFE8,NUOM,ecoli,cellular_component,P3_fewshot,partial_match_high_recall,partial_hallucination|low_precision,0.429,7,4,2,0.286,0.5,"Based on the function and characteristics of the NUOM protein, I predict the following GO Cellular Component terms:

GO:0005743 | mitochondrial inner membrane
GO:0016020 | membrane
GO:0042653 | mitochondrial respiratory chain complex I
GO:0005886 | plasma membrane 

However, considering the organism",GO:0016020|membrane; GO:0030964|NADH dehydrogenase complex; GO:0005886|plasma membrane; GO:0045271|respiratory chain complex I,"['GO:0044550', 'GO:0044399', 'GO:0042653']","['GO:0030964', 'GO:0045271']"
llama3.3:70b,Llama 3.3 70B,F1QLP1,DHI2,zebrafish,cellular_component,P4_cot,complete_miss,,0.0,2,0,0,0.0,0.0,"To determine the applicable Cellular Component GO terms for the protein DHI2 (11-beta-hydroxysteroid dehydrogenase type 2) in Danio rerio (Zebrafish), let's break down the analysis into the steps outlined:

### Step 1: Primary Biochemical Activity
The primary biochemical activity of DHI2 is to catal",,[],[]
llama3.3:70b,Llama 3.3 70B,P77434,ALAC,ecoli,biological_process,P2_constrained,complete_hallucination,high_hallucination,1.0,3,3,0,0.0,0.0,"GO:0006520 | amino acid biosynthetic process
GO:0009084 | glutamate metabolic process
GO:0009097 | amino acid biosynthesis",GO:0006523|alanine biosynthetic process; GO:0030632|D-alanine biosynthetic process; GO:0019272|L-alanine biosynthetic process from pyruvate,"['GO:0009084', 'GO:0009097', 'GO:0006520']","['GO:0030632', 'GO:0006523', 'GO:0019272']"
